Date,Time,Price,Volume,1-minute Percent Change,5-minute Percent Change,15-minute Percent Change,30-minute Percent Change,60-minute Percent Change,Decision
20200812,1145,83.467,556612.0,0.11634880652512199,0.0836958554963485,-0.1383062982008224,-0.34338412457345346,-0.2545411089866253,buy
20200812,1146,83.5801,529070.0,0.13550265374339904,0.4749654384804945,0.2051337385653773,-0.2601490964592318,-0.161141969778417,buy
20200812,1147,83.89,356645.0,0.3707820402224919,1.2065402419353908,0.5172643104400718,0.13727245598328244,0.31449173113947076,buy
20200812,1148,84.0646,209266.0,0.2081296936464395,0.9784984984984969,0.8505727269673582,0.27554584319413045,0.5316909830184096,buy
20200812,1149,84.33,143831.0,0.3157095852475354,1.1514933429291037,1.0424155283968424,0.5652547223812295,0.909417254995818,hold
20200812,1150,84.315,307139.0,-0.017787264318748452,1.015970383504857,0.9216589861751103,0.3940031505963626,0.7347670250895997,hold
20200812,1151,84.315,137054.0,0.0,0.8792762870587569,0.7589636220884516,0.45273128015725905,0.5905511811023677,hold
20200812,1152,84.28,135719.0,-0.04151100041510596,0.4648945047085476,0.789284860081316,0.5368006680186125,0.5968011458582,sell
20200812,1153,84.279,228099.0,-0.0011865211200816027,0.2550419558292048,0.9332967663356778,0.535607777645232,0.7398995935931147,sell
20200812,1154,84.24,265057.0,-0.04627487274410171,-0.1067235859124907,0.8077544426494311,0.8077544426494311,0.4561309364099731,sell
20200812,1155,84.07,523682.0,-0.2018043684710372,-0.29057700290577543,0.8067417131510354,0.6103398755385242,0.214566694480859,hold
20200812,1156,84.25,285576.0,0.2141072915427701,-0.07709185791377303,1.2802788964356528,0.9072671198011716,0.4518844415829129,buy
20200812,1157,84.4238,369268.0,0.20629080118694357,0.17062173706691838,1.8505270244022525,1.1063473053892214,0.6243146603098859,buy
20200812,1158,84.69,158835.0,0.31531392806293695,0.48766596661090117,1.729729729729727,1.4251497005987996,1.3262504262306758,buy
20200812,1159,84.8238,242864.0,0.15798795607510677,0.6930199430199558,1.7437927311982742,1.4335426008968677,1.28214925373135,hold
20200812,1200,84.63,136400.0,-0.2284736123588075,0.6661115736885956,1.3933650424718713,1.2531316326603816,0.9904534606205231,sell
20200812,1201,84.615,201991.0,-0.01772421127259904,0.4332344213649791,1.2382134024725902,1.4458871344818771,1.2746858168761195,hold
20200812,1202,84.7417,231408.0,0.1497370442592916,0.37655258351317344,1.0152580760519656,1.5377739541783146,1.693985726646185,buy
20200812,1203,84.8,164681.0,0.06879729814247612,0.12988546463572964,0.8748034249850692,1.7328169912999267,1.639049531058032,hold
20200812,1204,84.725,465699.0,-0.08844339622641845,-0.11647674355547773,0.4683979603936867,1.515696141864367,1.7106842737094805,hold
20200812,1205,84.94,167441.0,0.2537621717320784,0.366300366300369,0.7412678645555358,1.6697588126159506,1.822105010788775,buy
20200812,1206,85.035,271980.0,0.11184365434424165,0.496365892572241,0.853940579967976,1.6193853004126357,2.07070228148155,hold
20200812,1207,84.89,492663.0,-0.17051802199094024,0.17500238961456532,0.7237778832463211,1.5187754125807176,2.006729151646241,hold
20200812,1208,85.0899,191071.0,0.2354812109789133,0.34186320754717325,0.9621613925177136,1.9044379800166895,2.203951714611741,buy
20200812,1209,85.16,180621.0,0.08238345561576227,0.5134257893183858,1.0921177587844275,1.9086938311494033,2.1348045094746957,buy
20200812,1210,85.225,94457.0,0.07632691404414951,0.335530963032725,1.3738551207327243,2.1916802962209716,2.287593466076155,buy
