Date,Time,Price,Volume,1-minute Percent Change,5-minute Percent Change,15-minute Percent Change,30-minute Percent Change,60-minute Percent Change,Decision
20200805,1202,180.01,1979.0,-0.16084303937882444,-0.13314840499307024,-0.11098163253982411,-1.8751703461433622,-1.9286298011441132,sell
20200805,1203,180.0,530.0,-0.005555246930721018,-0.1165307141668098,-0.16638935108153707,-1.8592225069516366,-2.030152941816791,hold
20200805,1204,180.15,1000.0,0.08333333333333649,0.016655562958028614,-0.08319467554076854,-1.638001638001638,-1.9591836734693846,buy
20200805,1205,180.2,4102.0,0.0277546489036819,-0.05546311702718953,-0.11086474501109593,-1.3953488372093086,-2.038597444957869,buy
20200805,1206,180.35,613.0,0.08324084350721737,0.027731558513579006,-0.027716186252777917,-1.1510002740476812,-1.9836956521739162,buy
20200805,1207,180.45,1111.0,0.05544774050457128,0.24443086495194588,0.02777163401974517,-1.0582300690865263,-1.8226332970620363,buy
20200805,1208,180.5,912.0,0.027708506511505332,0.2777777777777778,0.05543237250554008,-0.5180776014109335,-1.7954298150163281,hold
20200805,1209,180.5,538.0,0.0,0.19428254232583642,0.10537407797681644,0.06097898996619194,-1.7954298150163281,hold
20200805,1210,180.4799,316.0,-0.011135734072029668,0.1553274139844605,0.09977814753187747,0.04429046563191838,-1.6565496948561593,hold
20200805,1211,180.5,401.0,0.011136974255866473,0.08317161075686481,0.05543237250554008,0.06103445924632617,-1.6455972101133445,buy
20200805,1212,180.64,624.0,0.07756232686979853,0.10529232474369506,0.21636615811372337,0.21636615811372337,-1.3973799126637567,hold
20200805,1213,180.45,1604.0,-0.1051815766164735,-0.027700831024937044,0.13317795904776686,0.10540330633529221,-1.5440855521606354,sell
20200805,1214,180.28,378.0,-0.09420892213908978,-0.12188365650969467,0.08882966910948067,0.0,-1.7547683923705717,sell
20200805,1215,180.16,100.0,-0.0665631240292903,-0.17724965494771988,-0.07764836383805589,-0.07764836383805589,-1.8201634877384216,sell
20200805,1216,180.13,222.0,-0.016651865008881626,-0.20498614958449005,-0.0942872989462096,-0.0942872989462096,-1.9967355821545245,sell
20200805,1217,180.08,200.0,-0.02775773052794257,-0.31000885739591116,0.0388867285150945,-0.07213806115087701,-2.023939064200217,sell
20200805,1218,180.0,1053.0,-0.04442470013328104,-0.24937655860348498,0.0,-0.16638935108153707,-2.1579605370440826,hold
20200805,1219,180.3,598.0,0.16666666666667299,0.011093854004886971,0.08326394671107726,0.0,-1.9042437431991293,hold
20200805,1220,180.3,265.0,0.0,0.07770870337478618,0.05549389567148876,-0.05543237250554008,-1.8241219711407537,hold
20200805,1221,180.05,1030.0,-0.1386577925679423,-0.044412368844714424,-0.16634322151371386,-0.19401330376939818,-1.9388922171995,hold
20200805,1222,180.35,332.0,0.16662038322687195,0.14993336294978998,-0.05541701302299491,-0.027660769213291164,-1.7755024236152817,buy
20200805,1223,180.36,215.0,0.00554477405046816,0.2000000000000076,-0.07756232686979853,-0.022172949002212883,-1.8715995647442858,hold
20200805,1224,180.18,456.0,-0.09980039920160057,-0.06655574043261483,-0.177285318559553,-0.07209805335255697,-1.9695321001088162,sell
20200805,1225,180.17,285.0,-0.005550005550016276,-0.07210205213534324,-0.17170887173585478,-0.07210205213534324,-1.974972796517967,sell
20200805,1226,179.95,803.0,-0.12210689903979512,-0.05554012774230643,-0.30470914127424453,-0.249445676274954,-2.201086956521745,hold
20200805,1227,179.95,1093.0,0.0,-0.22179096201830092,-0.3819751992914071,-0.1664355062413378,-2.201086956521745,hold
20200805,1228,180.0,530.0,0.0277854959711094,-0.19960079840320114,-0.24937655860348498,-0.1165307141668098,-2.3225526372910794,hold
20200805,1229,179.94,1080.0,-0.033333333333334596,-0.13320013320013827,-0.18859551808298392,-0.09993337774817167,-2.45039574975605,sell
20200805,1230,179.85,414.0,-0.05001667222407659,-0.17761003496697186,-0.17206927175843822,-0.2495840266223056,-2.250122289254859,hold
20200805,1231,179.96,1103.0,0.06116207951071095,0.005557099194231357,-0.09437628379502998,-0.18857459789240344,-2.195652173913039,hold
20200805,1232,179.9,405.0,-0.03334074238719841,-0.027785495971093612,-0.09995557529987051,-0.061107716237978574,-1.9351321886072408,sell
20200805,1233,179.88,479.0,-0.01111728738188451,-0.06666666666666919,-0.06666666666666919,-0.06666666666666919,-1.9246496919470046,sell
20200805,1234,179.63,895.0,-0.13898154325105627,-0.1722796487718141,-0.3716028840820942,-0.2886483485983959,-1.9219219219219275,hold
20200805,1235,179.7,265.0,0.03896899181650792,-0.08340283569641684,-0.33277870216307415,-0.2774694783573807,-1.6689466484268187,buy
20200805,1236,180.0,919.0,0.16694490818030683,0.022227161591460345,-0.027770063871153217,-0.1940670917660074,-1.3428336530556255,buy
20200805,1237,180.03,930.0,0.016666666666667298,0.07226236798220981,-0.17743276961463444,-0.23275145469658495,-1.2885184779032757,buy
20200805,1238,180.26,115.0,0.12775648503026704,0.21125194574160297,-0.05544466622312194,-0.13296398891967262,-0.6503527336860708,buy
20200805,1239,180.29,1200.0,0.0166426273160996,0.3674219228413943,0.06105006105005284,-0.11634349030471354,-0.05543544542380084,buy
20200805,1240,180.45,571.0,0.08874590936823817,0.4173622704507513,0.1554087805961043,-0.016566941803490484,0.027716186252762166,hold
20200805,1241,180.25,618.0,-0.11083402604598983,0.1388888888888889,0.1667129758266248,-0.13850415512465375,-0.0775542311404416,sell
20200805,1242,180.05,2246.0,-0.11095700416088135,0.011109259567855486,0.0555709919422188,-0.32661647475640776,-0.11095700416088135,sell
20200805,1243,179.62,1305.0,-0.23882254929186714,-0.35504271607677046,-0.21111111111110858,-0.45996120809087515,-0.35504271607677046,hold
20200805,1244,180.0,2219.0,0.21155773299186917,-0.16085196072993072,0.03334444814938439,-0.15531395606833878,-0.15531395606833878,hold
20200805,1245,179.9,1037.0,-0.0555555555555524,-0.3047935716264799,0.027800945232144214,-0.1443161634102969,-0.22185246810871084,hold
20200805,1246,179.98,1860.0,0.04446914952750644,-0.14979195561720401,0.011113580795722278,-0.08327319158385926,-0.17748197448697814,hold
20200805,1247,179.98,3987.0,0.0,-0.03887808941961766,0.04446914952750644,-0.055530875166605244,-0.12762887742079695,hold
20200805,1248,179.93,1554.0,-0.02778086454049503,0.17258657165126504,0.027796308650217576,-0.0388888888888851,-0.20521353300055717,sell
20200805,1249,179.79,1696.0,-0.077808036458631,-0.11666666666667108,0.08907198129488203,-0.282861896838613,-0.282861896838613,sell
20200805,1250,179.6,752.0,-0.10567884754435605,-0.16675931072818864,-0.05564830272676367,-0.3882418191902479,-0.44345898004435214,hold
20200805,1251,179.79,1062.0,0.10579064587973147,-0.10556728525391586,-0.11666666666667108,-0.1444043321299746,-0.3381374722838213,buy
20200805,1252,179.82,2385.0,0.016686133822793894,-0.08889876652961251,-0.11664722546242735,-0.29387302467424514,-0.32145250634840106,hold
20200805,1253,179.8,2479.0,-0.011122233344445452,-0.07225031956871864,-0.25518695218017284,-0.3104901308494135,-0.33259423503325625,sell
20200805,1254,179.65,3052.0,-0.08342602892102652,-0.07786862450636096,-0.3549836374729527,-0.29415029415029476,-0.36603627086683854,sell
20200805,1255,179.5,1096.0,-0.0834956860562236,-0.05567928730511933,-0.5264616237184754,-0.3718710107120983,-0.4437049362174217,hold
20200805,1256,179.6,1076.0,0.05571030640668207,-0.10567884754435605,-0.36061026352288805,-0.19449847179771845,-0.44345898004435214,buy
20200805,1257,179.8,326.0,0.11135857461025449,-0.011122233344445452,-0.13885031935573452,-0.08335648791329663,-0.24965325936199095,buy
20200805,1258,179.99,358.0,0.10567296996662832,0.10567296996662832,0.20599042422893027,-0.0055555555555505025,-0.12207979579379549,hold
